use#v#1161188,использовать
radiotelegraph#n#6286124,радиотелеграф
release#v#1761838,разблокировать
purchase_price#n#13326284,
canned_meat#n#7588668,
maidenhair#n#13227715,
vivarium#n#4546498,виварий
predestination#n#5974996,предопределение
transit#v#1870858,
dowry#n#13286324,приданое
cod-liver_oil#n#14840037,рыбий жир
perpendicular#n#13893319,перпендикулярность
displaced_person#n#10037615,перемещённое лицо
marching_music#n#7072336,марш
pearl#v#1386454,
hope#v#1830665,надеяться
beat#v#1627934,пульсировать,разбить,разбивать
effortfulness#n#4716861,
Hygeia#n#9586012,Гигиея
late#a#822804,поздний
subfigure#n#13886223,
defoliator#n#2163990,
rapport#n#13833952,раппорт (психология)
stemma#n#13935555,
face#n#3318401,лицо
lateral_condyle#n#5480046,
buildup#n#373034,
paramyxovirus#n#1339832,парамиксовирусы
Chinese#n#9717504,
breakdown#n#14089974,височная эпилепсия
nortriptyline#n#3836122,
tau#n#6849109,тау
caravan#v#1953192,
kopek#n#13721294,
dynamic_electricity#n#11534992,электрический ток
Mead#n#11190238,Медовые напитки
spatchcock#v#1669227,
barking_frog#n#1646148,
Spanish_Inquisition#n#8350151,Испанская инквизиция
water_of_crystallization#n#15118703,
vet#v#2451369,
smuggling#n#1114037,контрабанда
nonexistence#n#13983217,существование
drop#v#943477,упасть,падать,оставлять,оставить,сбросить,сбрасывать
phase_of_cell_division#n#13557502,
passion_fruit#n#7769719,маракуйя
heavy_metal#n#14636255,тяжёлый металл
base_metal#n#14642852,
genital_stage#n#15170964,
place#v#2701737,знать,местность,ставить,поставить
consultation#n#7158332,
scythe#v#1322545,
order_of_magnitude#n#13845863,порядок величины
sling#v#1516980,
Plymouth_Colony#n#9121477,Плимутская колония
gloriosa#n#12476455,
Zulu#n#9771354,
farewell#n#53917,
bagel#n#7709470,бейгл
nod#v#1881778,кивать
pockmark#v#1554312,
back#v#561705,поддерживать
Don#n#10044920,Дон
joke#v#105308,
tampon#v#1425821,
snicker#v#30003,
run_down#v#2285714,
ninepin#n#3830811,
Illinois_River#n#9333220,Иллинойс (река)
question#v#786670,
slump#v#1993734,
heterosexual#a#1204643,
kopiyka#n#13725363,украинская гривна
rehear#v#2506808,
scurf#n#9449499,перхоть
red_oak#n#12292160,
deconstruct#v#940779,
crepitate#v#2179828,
zeolite#n#15131434,цеолиты
orange_peel#n#7616861,
expedient#n#178297,
shingle#v#1236787,
carob#n#12513713,рожковое дерево
penalty#n#5172372,
top#v#2025228,
golden_club#n#11810859,
adrenal_medulla#n#5498960,
casque#n#2981664,
cardiologist#n#9913897,кардиология
hole#v#1284626,
pulmonary_stenosis#n#14130399,
fluke#n#3374613,fluke
merchant_marine#n#8290566,
power_dive#n#327960,
race#v#1088514,
pteridophyte#n#11565975,сосудистые споровые
then#n#15321597,
Nicene_Creed#n#6803874,Никейский Символ веры
acreage#n#5136135,акр
pendant#n#3914950,подвеска (украшение)
genus_Cannabis#n#12417183,
liberty#n#14019546,свобода
carol#v#1735709,
nitrogen_cycle#n#13543287,круговорот азота
Albigenses#n#8102074,Катары
midwife#n#10334494,повитуха
ice_cube#n#3562321,кубики льда
Erigeron#n#11985847,Мелколепестник
bank_holding_company#n#8202419,банковская холдинговая компания
cesarean_delivery#n#186627,кесарево сечение
trustworthiness#n#4676176,
external_gill#n#2513609,
cork#v#1426277,
by#r#419697,к,у,ко,пальцем,пальцем,за,блокадным,маниокой,около,мимо,мимо,возле,при,стезей
Ericaceae#n#12246839,Вересковые
hundred#n#13772555,100 (число)
fall#v#1988133,
fell#n#223243,фьельды
game#n#3418738,игра
amputation#n#14574061,ампутация
concoction#n#7898472,
unfortunate#n#9653829,
Austin#n#9165754,Остин (Техас)
hydrochlorothiazide#n#3557349,гидрохлоротиазид
plat#v#712751,
basswood#n#12223848,липа
crown_prince#n#10000622,кронпринц
foal#v#57609,
orange#n#4972356,orange
pterion#n#5242430,
eating_disorder#n#14079105,расстройства приёма пищи
stock#v#2334879,
emery_paper#n#14874050,
December#n#15238570,
shade#n#4189026,
use#v#2606487,употреблять
elevation#n#5094110,возвышение (география)
trench#v#1314556,
curl#v#1076467,
youngness#n#4935593,неотения
bath_towel#n#2811464,полотенце
microwave_spectrum#n#11521234,
Albany#n#9140980,Олбани
cervical_glands#n#5531713,
volumetric_analysis#n#649785,титриметрический анализ
string#v#190721,
sky_wave#n#11520540,
discouragement#n#7268305,депрессия
kick_in#v#1589659,
cartoon#v#1697622,мультипликационный фильм
carbonize#v#370281,
scorch#v#583820,жарить
drip_mat#n#3246823,
poseur#n#10475481,
intemperance#n#4892466,алкогольное опьянение
song_sparrow#n#1539285,певчая зонотрихия
paragraph#v#1703398,
euphemistic#a#911705,
electrical_converter#n#3274114,
churn#v#1889423,
notoriety#n#14462615,
blink#v#7739,подмигивать,моргнуть,мигать,моргать,скисать,мигнуть
corset#n#3117520,корсет
address#v#2253826,обращаться
knapweed#n#11968733,василёк
alternate#v#2398868,
arsenopyrite#n#14691507,арсенопирит
state_government#n#8242939,
fourteenth#n#13870446,
camp#v#1516880,
poppy_mallow#n#12195443,
piano_sonata#n#7058022,
ripping_chisel#n#4101532,
petrolatum#n#15005469,
barrier_island#n#9237667,барьерные острова
salesgirl#n#10567976,продажи
school#n#5765533,школа
largemouth_bass#n#7793711,большеротый окунь
kibbutz#n#8073625,кибуц
hydrogen_chloride#n#14936991,хлороводород
pretzel#n#7711487,брецель
tabbouleh#n#7824880,табуле
fistfight#n#1176316,бокс
chlorination#n#13469795,
polemicist#n#10468244,полемика
prison_term#n#15249488,тюрьма
survey#v#649582,
glass#v#1590496,
comb#v#38078,чесать,чесать
Trajan#n#11367829,Траян
triangulate#v#648565,
paint#v#1366185,нарисовать,нарисовать
police_dog#n#2109506,розыскная служба
snowmobile#v#1961132,
Gibson_Desert#n#9192454,Пустыня Гибсона
flop#n#7379624,
sea_power#n#5042419,война на море
satang#n#13686038,тайский бат
sterling#n#13406253,
musicology#n#6181104,музыковедение
hexagon#n#13904933,шестиугольник
pall#v#1338270,
cineraria#n#12022176,цинерария
junco#n#1537074,юнко
Osage#n#9683491,Осейдж
pya#n#13706507,
dooryard#n#3229090,
homeowner#n#10202130,
survey#v#648391,
Minotaur#n#9522187,Минотавр
sharpener#n#4192114,
round#v#46099,
deuce#n#13970452,deuce
retirement#n#55472,пенсионный возраст
awe#v#1783561,
magnetic_dipole#n#9368590,
surbase#n#4368888,
disarming#n#1160044,разоружение
iliac_vein#n#5377468,
comparative#n#6333686,
jumble#n#7649470,
humanity#n#4836413,
pitchfork#v#1582189,
passive_matrix_display#n#3902325,
tripletail#n#2638800,
pronouncement#n#6740365,
tomato_juice#n#7941740,
talking_picture#n#6631329,звуковое кино
bullfighting#n#453020,коррида
wharf#v#2336171,
heat#v#2338354,топить
perchlorate#n#14708768,перхлораты
superoxide#n#15089484,супероксид
parsonage#n#3898254,плебания
middle#v#1501137,
bioassay#v#696886,
ostiole#n#12982909,
general#n#10145098,генерал
Zama#n#1303914,
spiritual_world#n#5961066,
stockade#v#1133356,
urethane#n#15108844,
conducting#n#1136081,техника дирижирования
gleam#n#4961711,
oak_fern#n#13218172,голокучник обыкновенный
glockenspiel#n#3445606,колокольчики
whipstitch#n#4585845,
powdery_mildew#n#12984388,мучнистая роса
tank#v#185493,
deception#n#753774,лживость
dowel#n#3233947,шкант
squire#n#10663376,оруженосец
rumba#n#7070804,румба
Homo_sapiens_sapiens#n#2478300,
Mace#n#14968755,Мейс
handwheel#n#3495750,
vesicular_stomatitis#n#14379572,
racketeer#n#10522840,рэкет
cup#v#189394,
Carter#n#10904758,Картер
veronica#n#12911025,вероника
takeover_attempt#n#791866,поглощение
browse#n#6611001,
cataract_surgery#n#679668,
barbecue#n#7592346,барбекю
discount_house#n#3211126,дискаунтер (магазин)
rearm#v#2340074,
information_technology#n#6143961,информационные технологии
manicurist#n#10310580,маникюр
permeability#n#4947673,
nonresident#a#2132982,
map#v#1759993,
hopeful#a#1231403,многообещающий
inattention#n#5714175,внимание
signpost#n#6807231,дорожный знак
wrap#v#1565259,
undercut#v#1405771,
captor#n#9632591,
fund#v#2220572,
quarter#v#644160,милость,четверть,четверть,четверть
anecdotist#n#9812793,
Agaricaceae#n#13021132,Шампиньоновые
prune#n#7768578,чернослив
alder#n#12304779,ольха
launch#n#3652737,
garden_centipede#n#1786347,губоногие
proper_noun#n#6330997,имя собственное
dither#n#14427176,дизеринг
black_spot#n#14302002,
Tiliomycetes#n#13086462,
horde#n#8199880,орда
Creole#n#9729069,
drape#v#1545782,
Bush#n#10895055,Буш
transduction#n#13589999,трансдукция
Apterygiformes#n#1522699,Киви (птица)
enunciation#n#7147123,красноречие
loosestrife#n#12348915,
snare_drum#n#4256525,малый барабан
hairiness#n#4690810,волосы
mineralogy#n#6130720,минералогия
idiot#n#10217144,идиотия
press#v#2028213,нажимать,сжимать,сжать,печать
pyramid#v#1468676,
beam#v#29207,
Antigonus#n#10839137,Антигон
Perry#n#11250392,Грушевый сидр
interlock#v#406004,
cannabis#n#12417441,конопля
alcoholic#n#9801608,алкоголизм
dehydrate#v#211822,
nomad#n#10379458,кочевники
scale#n#13872501,чешуя
UNIX#n#6580882,UNIX
worldly_possessions#n#13265778,
communication_system#n#3081962,
catalepsy#n#14093688,каталепсия
autoclave#v#62744,
hollandaise#n#7851433,голландский соус
effortlessness#n#4715819,
central#n#2998465,централь
Jainism#n#8115158,Джайнизм
mulch#v#1236943,
elements#n#11545736,элемент
milliradian#n#13633127,радиан
corruptness#n#14463501,
program#n#5907694,программа
puppeteer#n#10513270,
short_sale#n#80728,
swamp_sparrow#n#1539421,
Pinus#n#11628506,Сосна
notification#n#7200328,
acebutolol#n#2676334,
cachet#n#2938700,
table_tipping#n#7272061,
full_faith_and_credit#n#6699318,
Skinner#n#11324456,Скиннер
unsatisfactoriness#n#4800586,
beaked_whale#n#2070859,клюворыловые
vasoconstriction#n#1152591,вазоконстрикция
fade#v#422870,сохнуть
camping#n#1057089,туристический поход
ailanthus#n#12737832,айлант
rhizoctinia_disease#n#14304899,
liver_fluke#n#1929020,печёночные сосальщики
hardware_store#n#3499012,хозяйственный магазин
beautician#n#9865407,косметология
charcoal_burner#n#9929118,древесный уголь
splice#n#4289136,
Bramidae#n#2585068,Морские лещи
crucifixion#n#423554,распятие (казнь)
portfolio#n#722534,портфолио
holding_pattern#n#8518750,зона ожидания
Pythagoras#n#11270046,Пифагор
Robespierre#n#11285173,Робеспьер,Максимилиан
radiobiologist#n#10523411,радиобиология
leather_fern#n#13221884,
Plumeria#n#11794748,Плюмерия
hellebore#n#11754373,морозник
clearness#n#4708808,
easy_chair#n#3267635,
Uzbek#n#6940140,
uakari#n#2495855,какажао
iliolumbar_vein#n#5377636,
accord_and_satisfaction#n#7193185,
steel_engraving#n#940808,гравюра на металле
point#n#13817097,
lordship#n#5205304,лорд
synesthesia#n#5728549,синестезия
horizontal_tail#n#3541748,
snowsuit#n#4259670,
choline#n#14834731,холин
heather#n#12254046,
actors_line#n#7023937,
conversion#n#7369794,
Palestine_National_Authority#n#8337853,Палестинская национальная администрация
genus_Nemophila#n#12856793,
aperitif#n#7902438,аперитив
counterfeit#n#3567442,фальсификация
brownish_yellow#n#4973605,
Egeria#n#12635723,Эгерия
gastrocnemius#n#5582264,икроножная мышца
extra#n#3312926,extra
musculus_abductor_hallucis#n#5298994,мышца отводящая большой палец стопы
satellite_receiver#n#4144856,
Kiribati#n#8859741,Кирибати
liberalize#v#2472626,
joule#n#13748184,джоуль
rap#v#1416942,стучать,постучать
calibration#n#1001187,калибровка
diorite#n#14956692,диорит
Arjuna#n#9509911,Арджуна
sleeping_pill#n#4243288,снотворные средства
metharbital#n#3760508,
close_order#n#8444120,
Datura#n#12924010,Дурман
respirator#n#4087945,респиратор
storyline#n#6385268,
jukebox#n#3609369,музыкальный автомат
Kiowa#n#6933442,Кайова (народ)
Lutrinae#n#2447131,Выдровые
